Txt,index,idx
"女子
애정 및 결혼운은 결혼하면 현모양처가 되며  가정과 일을 병행하여 잘 이끌어 가지만 청결한 연애를 좋아하여  늦게 결혼하는 사람도  많고 재혼으로 행복해지는 사람도 있습니다.

재물운은 사리 사욕이 없기 때문에 금전에는 둔한 면이 있고 돈이 있으면 그것을 즉시 써야 직성이 풀리는 성격이지만 수중에 많은 재물을 소유하게 됩니다.

직업운은 실력과 덕망을 갖추고 있어 어떤 분야에서건 노력이상의 대가를 얻게되며 명예를 살리는 작가, 화가, 도예가, 요리연구가, 예능, 매스컴 등에 관계된 일이 적합합니다.

건강은 대체로 좋으며 장수할  운을 타고 났지만 인후염,  폐염, 기관지염, 결핵, 늑막염 등에 특히 주의하고 신경계통의 질병에도 관심을 기울여야 합니다.
","life_01_w46",635
"女子
애정 및 결혼운은 자존심이 높고 허영을  잘 부리며 자아의식이 강하고 결벽성이 심해 짝사랑이 되기 쉬우며 대개 혼자 살아가거나 부부간에 갈등이 심한 편에 속합니다.  
내자신을 굽혀야 가정이 편하게 됨을 명심하십시요.

재물운은 좋은 편이어서 부부나 이성과 함께 일을 하게 되면 더욱 빨리 성공하고 많은 재물을 만지게 되며 사회 봉사 활동으로  사회에 환원하는 일 잊지 마시기 바랍니다.

직업은 학문과 예술계통의  일이 적합하며 디자이너,  실내장식업, 작가, 미용사, 도예가 등의 직업도 좋으며 교사나 무역업에 종사해도 좋습니다.

건강은 겉으로는 건강해 보이지만 남모르는 지병으로 고생할 수 있으며 사고에도 조심해야 합니다.  
신경통이나 근육통에 주의하고 천식 및 위경련에도 관심을 기울여야 합니다.
","life_01_w47",636
"女子
애정및 결혼운은 늦게 결혼하는 것이 좋으며  남편에게 배신 당하거나 결혼 생활에 실망하여 자기 직업을 갖고 사회 생활에 열중하는 경우가 많습니다.

재물운은 애써 모은 돈을 가족이나 다른 사람으로 인해 다 날려 버리기도 하지만 중년기 이후에 수입이 증가하여 말년에는 저축액이 크게 늘어날 것입니다.

직업은 애교와 연기력을 발휘할 수 있는  탤렌트, 가수, 디자이너, 비서, 예술가 등이 길하며 매스컴에 관계된 일이나 서비업도 좋습니다.

건강은 자궁근종이나 방광염 그리고 성병에도 주의해야 하며 편두통, 노이로제등 정신과 신경계통의 질병에도 관심을 기울여야 합니다.
","life_01_w48",637
"女子
애정 및 결혼운은 질투심이 강해서 결혼  후 남편의 바람기를 조사하거나 불만을 터트리기도 하지만 가계를 잘 꾸려  나가는 현모양처이며 연애는 많이 경험하지만 중매로 결혼하는 사람이 많습니다.

재물운은 결코 나쁘지 않으며 하늘에서 내려준  천운을 자기 이익을 취하는 데에만 쓰지 않고 남에게 베풀어 준다면 더욱 많은 재산을 모으게 될 것입니다.

직업은 음식점이나 찻집의 경영, 건강식 품의  판매, 배우나 탤렌트 등이 좋으며 조사력이나 추리력을 살릴 수 있는 변호사, 작가, 예술가 등도 좋습니다.

건강은 비만 체질이 되지 않도록 신경을 쓰시고 신경을 너무 써서 과로나 스트레스로 인해 병이 생기지 않도록 할 것이며 특히  위장 계통이나 자궁 난소 등의 질환에 조심하시기 바랍니다.
","life_01_w49",638
"女子
애정및 결혼운은 솔직하고 담백해서 남자의 마음을 끌어 당기며 일단 결혼하면 남편과 자식을 극진하게 보살피는 현모양처지만  질투심이 강하고 남편을 의심하여 불화를 일으키기도 합니다.  
대개 늦게 결혼하는 사람이 많습니다.

재물운은 의외로 절약하는 성품이 있고 푼 돈을 잘 모으는 구두쇠 기질이 있어 큰 재산을 얻을 수 있습니다.

직업운은 남성이 무색해질 정도로  훌륭하게 사업을 잘  이끌어가기도 하며 기자, 디자이너, 작가, 안내원, 생활 평론가 등의 직업도 좋고 예체능 계통도 괜찮습니다.

건강은 갑작스런 병이나 사고를 조심해야 하며  위장계통의 병이나 방광염, 신장결석, 치질, 변비 등에도 주의해야 합니다.
","life_01_w50",639
"女子
애정및 결혼운은 누님같은 부인형으로 남편을  알게 모르게 출세길로 인도합니다.  
그러나 질투심이 강하고  성격이 과격하여 부부간에 트러블을  일으킬 수 있으니 양보심을 키워 나가야 할 것입니다.

재물운은 풍부하지만 가치있는 일에 돈을 쓰는  것은 인색한 반면 화려한 생활에는 마음껏 재산을 소비하는 면이 있으며  자짓하면 빚에 시달리는 등 어려움에 빠질 수 있으니 검소한 생활 잊지 마시기 바랍니다.

직업운은 사교성이 있고 적극적이며 밝은 성격을  갖고 있어 스튜디어스, 여행 안내원, 디자이너, 화가 등의 직업이 길하고  간호원이나 보모, 예능에 관계된 일도 적합합니다.

건강은 본질적으로 많이 먹는 것을 피해야 하며 위, 십이지장 등의 소화기계통 질병과 담낭, 인후, 자궁 등의 내분기계 병을 조심하고 간장, 뇌출혈, 두통 등에 주의해야 합니다.
","life_01_w51",640
"女子
애정 및 결혼운은 성격이 솔직 담백하고 청순하면서도 상냥하지만 성적 매력이 부족한 면이 있으며 일찍 결혼하게 되면 많은 애로가 따르게 되니 늦은 결혼이 좋으며 여성다운 매력을 키워 나가야 할 것입니다.

재물운은 좋은 편이며 취미를 살리거나 상점  또는 상업으로 착실하게 돈을 모아 가는 사람이지만 남의 유혹에 빠져  한꺼번에 재물을 날리지 않도록 주의해야 합니다.

직업운은 자신의 취미와 기량을 최대한 살려서  일할 수 있는 독립사업이 길하며 음식 전문점이나 여행 대리점, 의류점의  경영, 약제사, 작가, 탤렌트 등의 직업이 아주 좋습니다.

건강은 대체로 좋은 편이지만 위장 장애나  신경통 등에 주의를 기울여야 하며 정신성 스트레스와 노이로제에도 신경을 써야 합니다.
","life_01_w52",641
"女子
애정 및 결혼운은 강한 기질의 소유자로써 정열적인 사랑이 식어버리면 상대를 차버릴 수 있는 강한 성격이며  연애 보다는 중매를 통해  빨리 정착하는 것이 바람직합니다.

재물운은 행동력이 있고 수완가이며  재산을 늘려 나가는  재주가 비상해 많은 재산을 소유하게 될 것이며 어려운  사람을 돕는 일에 돈을  상용한다면 더 큰 재산으로 불어나게 될 것입니다.

직업운은 자신을 강력하게 어필할 수 있는  직업이 좋습니다.  기자나 리포터, 탤런트, 배우, 가수 등도 좋고 고급 판매직이나 써비스 업종도 괜찮습니다.

건강은 요도와 방과, 자궁등의  비뇨기 계통에 약점이  있고 심장병이나 안질, 소화기관에도 주의를 해야 합니다.
","life_01_w54",643
"女子
애정 및 결혼운은 일에 빠져서 혼기를  놓치거나 독신으로 살아가기도 하며 생이별의 아픔을 겪을 수도 있지만 세월이 지남에 따라 더욱 성숙해져 행복한 생활을 할 수 있게 될 것입니다.

재물운은 재물을 쫓아 다니지 않아도 자연히 들어오는 운을 가졌으므로 꾸준히 노력한다면 자연히 재산이 늘어나게 될 것입니다.

직업운은 가정과 일을 양립시켜  성공하는 사람이 많으며  자유로이 활동할 수 있는 독립사업이나 탤렌트, 문장가, 방송관계의 일, 작가, 관광 사업등이 아주 길하며 좋습니다.

건강은 소화기 계통의 질병에  조심해야 하며 맹장과 방광염,  신경통 및 편두통, 노이로제 등에도 관심을 기울여야 하며 부인병에도 깊은 주의를 해야 합니다.
","life_01_w55",644
"女子
애정 및 결혼운은 애정이  풍부하지만 표현이 서툴고  자존심이 강하여 행복한 가정을 이끌어 가려고 하는 노력에 비해  댓가는 미미하지만 작은 행복을 기쁨으로 생각하며 가정을 확실히 지켜가는 현숙한 아내가 되는 운입니다.

재물운은 중년이후 일정한 수입원이 생기겠고 사업상 다른 사람에게 돈을 빌리기도 하겠지만 보증서는 일은  신중해야 하며 직업을  자꾸 바꾸어서는 안됩니다.

직업운은 공동사업이나 동업을 피하는 것이 좋고 화가, 작가, 디자이너, 교사, 탤렌트 등의 직업이 길하며 관리자나 상담하는 일 등도 좋습니다.

건강은 위와 심장, 혈압 등의 질병이 나타나기 쉽고 신경통과 관절염으로 인한 고통이 염려되니 과로와 스트레스를 멀리하시기 바랍니다.
","life_01_w56",645
"女子
애정 및 결혼운은 빠른 결혼은 불길하며  작은 기쁨을 행복으로 여기고 살아가는 성실한 여성이나 가정운이 그다지 좋은 편이 못됩니다.

재물운은 남에게 베풀면서 생활한다면 더욱 재물이 불어나고 많은 부동산도 소유하게 될 것입니다.  
남에게 구두쇠 소리를 들어야 부자가 될 수 있으니 낭비를 절대 삼가해야 합니다.

직업운은 고상한 것을 동경하는 경향이  있어 문학이나 예술방면이 바람직합니다.  
디자이너, 교사, 작가, 영양사, 전산직,  카피라이터 등의 직업도 좋습니다.

건강은 정신 위생적인 측면을 주의하고 스트레스와 과로를 피하는 것이 건강의 비결입니다.  
뇌신경이나 말초신경, 위장이나 십이지장 등의 질병에 많은 관심을 기울이기 바랍니다.
","life_01_w57",646
"女子
애정 및 결혼운은 새침하면서도 완고하고 자존심이 강하기 때문에 연애로 상대를 구하기 보다는 중매를 통한 소개로  결혼을 하는 것이 바람직하며 여성적인 매력을 유지해야 남편의 바람기를 방지할 수 있습니다.

재물운은 금전에 대한 집착력은  강해도 재운이 잘  따라주지 않아 초조하기도 하겠지만 일확천금을 바라지 말고 검소하게  생활한다면 생활에 곤란을 느끼지는 않겠습니다.

직업운은 계산력이 뛰어나고 정교한 일에  충분한 재능을 발휘하므로 프로그래머, 디자이너, 경리직 등이 적합하며 간호사나  약제사 예능에 관계된 일도 좋습니다.

건강은 생식기 계통의 질병 즉 생리통, 자궁, 요도 등에 관심을 기울이고 맹장이나 변비, 두통 등에도 주의를 해야 합니다.
","life_01_w58",647
"女子
애정 및 결혼운은 자기 중심적인 사랑을 하며 한번 사랑에 빠지면 상대를 압도 합니다.  
강한 기질의 소유자로써 독신여성이 많으며 재혼으로 행복해 지는 경우도 있으며 중매를 통해야 쉽게 결혼하게 됩니다.

재물운은 행동력이 있고 수완가이며 재산을 만드는 재주가 비상해 중년이후 큰 재산을 소유하게 될 것입니다.

직업운은 자신을 강렬하게 드러낼 수 있는  직업이 좋으며 사업을 경영해도 좋습니다.  
프로듀서, 저술가, 탤렌트, 배우 등의 직업도 아주 좋습니다.

건강은 비교적 좋은 편이나 체력을 과신하여  몸을 함부로 굴리지 않도록 하기 바라며 소화기 계통의 질병과 비뇨기 계통 질병에 관심을 갖고 몸에 이상이 생기면 조기에 치료하는 일 잊지 않도록 하십시요.
","life_01_w59",648
"女子
애정 및 결혼운은 밝고 개방적인 성격이라  연애 경험이 풍부할 것으로 보이며 자기일에 몰두하다 혼기를 놓치는 경우도 많이  있으며 생이별 등 한차례 어려움을 치룬 뒤 행복해 지는 묘한 운을 가졌습니다.

재물운은 억지로 재물을 모으려고 하지 않아도 자연히 재물이 따라주므로 사치와 허영을 삼가하고 저축에 힘 기울인다면 차차 재물이 쌓여 큰 재산을 자랑하게 될 것입니다.

직업운은 다른 사람과의 조화를 잘  이뤄 나갈 수 있도록  노력해야 하며 탤렌트, 아나운서, 시인, 작가 등의 직업에 종사하거나 관광산업, 여행 대리점, 요식업, 체인점 등의 경영이 바람직합니다.

건강은 결핵과 늑막염 등의  호흡기 질환과 맹장, 방광염,  변비, 자궁염 등에 주의해야 하며 신경통 관절염, 노이로제 및 사고 등에도 깊은 관심을 기울여야 합니다.
","life_01_w60",649
"1. 조귀
당신에게 하늘이 내려준 수명은 60세를 지나서  햇머리가 정이나 임이 되는 해이며 혹 그 운을 넘기면 가히 80세를 기약할 수 있습니다.

평소에 장이 냉습하여 고생할  운명이니 일생에 조심해야 할  질환은 간장, 신장, 폐장인바 이 병에  시달리게 될때는 동쪽이나 남쪽에  있는 약이나 의원을 찾으면 도움을 받게 될 것입니다.  
돌아오는 햇머리에  정과 임이 되는 해에는 액이 닥치게 되므로 가히 몸조심을  해야 할 것이며 특히  67-8세 무렵에 천상옥경에 조위를 표하게 될 수 있으니 이 해를 잘 넘기면 장수하게 될 것입니다.
","life_05_001",650
"2. 수귀
당신에게 하늘이 내려준 수명은 묘연하기만 합니다.  다만 60대와 70대의 소나 말띠해를 잘 넘겨야 할 것입니다.

이 운명은 일생을 통하여 신장이 허하고  비위가 습하여 혈액이나 중풍이 두려우므로 만일 이 같은 병이 들었을 때는 거처로  부터 서쪽이나 북쪽에 있는 약이나 의원을 찾아야 할  것입니다.  
닭띠해나 범띠해에 갑자기  횡액살이 비칠 수 있으니 조심하기 바라며 당신의 정명은  남성은 75세요 여성은 79세를 기약하게 될 것입니다.
","life_05_002",651
"3. 목귀
당신에게 하늘이 정해준 수명은 68세가 옥경에 돌아가는 시간입니다.  
만일 이때의 죽을 운을 잘 넘긴다면 77세에 당도하여 천상에 오르게 될 것입니다.  
당신이 타고난 질환은 다리로 인한 오랜  고통이며 뇌출혈 및 중풍에도 조심해야 합니다.

만일 이와 같은 질병으로 몸이 쇠해지고  파리하게 되면 북쪽이나 동쪽으로 가서 약을 쓰면 많은 효과를 보게 될 것입니다.  
쥐, 말, 토끼, 말띠해에 병마가 찾아들기 쉬우니 주의하시고 당신이 수명을 마칠때에는 한 아들이 지켜볼 것입니다.
","life_05_003",652
"4. 초귀
당신에게 하늘이 내려준 수명을 살펴보면 칠순때가  분명합니다.  

다만 이때를 잘 넘기면 10세를 더한 팔순 나이에 혼백이 북망산에 오르게 될 것입니다.  
당신이 타고난 질병은 뇌병과 풍병이지만 평소에  간에 열이 많으니 주색을 삼가해야 합니다.  

만일 이와 같은 질병이 들면 서쪽이나 남쪽을 찾아가서 약을 물어야 할 것이며 용, 뱀,  말, 양띠해에 중병이 들을 수 있으니 특히 조심해야 하겠으며 명을 다할 때에는 두 여자가 지켜보게 될 것입니다.
","life_05_004",653
"5. 산귀
당신에게 하늘이 준 수명을 살펴보면 용이나 말띠해의 5월 또는 9월이 될 것이며 도가의 운명이 분명합니다.  
일생을 통하여 풍병이나 뇌병에 주의해야 하며 특히 심장과 비뇨기질환에 깊은 관심을 기울여야 합니다.   

만일 이와 같은 질환이 발생했을 때에는 거처로부터 북쪽길에 가서  약을 물은 즉 다행히 명의를 만나 차도를 보게 될 것이요 당신에게  하늘에서 내려준 운명은 80당년이니 이때 천상에 오르게 될 것입니다.
","life_05_005",654
"6. 해귀
당신에게 하늘이 내려준 수명은 80에서 3년을 감한 77세에 당도하여 홀연히 학을 타고 천상에 오르게 될 것입니다.  

당신의 일생 질환은 비위가 허하고 간이 열하여 다리와 허리, 무릎의 통증으로 오랜 고생을  겪게 될 것인즉 만일 이와같은 질병이 없다면 마땅히 중풍과 혈압에  관계된 병으로 천수를 줄이게 되니 이제 씨뿌리고 열매 맺는 일이 한갖 꿈에 불과하여 임종시에 두 자손이 향촉을 밝히게 될 것입니다.
","life_05_006",655
"7. 풍귀
당신에게 하늘이 내려준 수명을 살펴보면 60대에 이른 원숭이나 용띠해에 혼백이 구천에 오를까 두려우며 다행히 이 운을 넘긴다면 80에서 2를 뺀 수가 정명이 될 것입니다.  
특히 닭이나 개띠해에는 병액이  극심할 터인즉 삼가 조심하기 바라며 일생 타고난 질환은 내장으로  인한 질병이나 암이 두려운즉 북방에 있는 의원을 찾아가 몸을 구제해야 합니다.  

이 운명은 늘 공덕을 쌓고 음덕을 베풀어 나가야 천수를 다할 수 있습니다.
","life_05_007",656
"8. 운귀
당신에게 하늘이 내려준 수명은 74세이니 조업이 봄눈 녹듯 사라지고 고생고생하여 얻은 재물이 다 부질 없으니 모두가 허황되고 허망한 꿈에 지나지 않겠습니다.  

햇머리에 금이 드는 해나 호랑이, 원숭이띠 해에  우연히 병을 얻게 될것인즉 만일 이 때의 병을 구제하려거든 북쪽으로 가서 명을 보존하고 액을 쫓아야 합니다.  
다만 74세에는 구름을 타고 하늘에 오르게 되리니 모든 것이 부질없게 됩니다.
","life_05_008",657
"9. 우귀
당신에게 하늘이 정해준 수명은 70세가 지난  신년과 계년에 이르러 눈빛이 흐려져 땅에 눕게 될 것입니다.   
당신 생애에 있는 병은  대장과 소장 질환이니 각별한 주의가 요망되며 임종 무렵에는 폐와  담병을 조심할 것이며 만인 이와같은 질병이 들었을 때는 동쪽이나 남쪽으로  난 병원문을 두드려야 할 것입니다.  

용, 개, 소, 양띠해에 병액이 심할 것인즉  삼가 주의할 것이며 75세 8월이나 겨울 동지에 천상문을 두드리게 될 것입니다.
","life_05_009",658
"10. 뇌귀
당신에게 하늘이 내려준 수명은 73세가 분명하지만  만일 그 해를 무사히 넘긴다면 8년을 더한 81세에 이르러 우연히 병을  얻어 30일간 병상에 누웠다가 비오는 날 홀연히 천상에 오르게 될 것입니다.  

당신은 일생을 통하여 심장이 허하고 간이 열하며 특히 뇌의 질환이나 풍을 잘  다스려야 할 것이며 만일 이와같은 질환을 앓게 된다면 즉시 서남방이나  정북방의 의원을 찾아가 약을 쓰고 몸을 구해야 할 것입니다.
","life_05_010",659
"11. 금귀
당신에게 하늘이 내려준 수명은 79세이니 이같은 인생을 어찌 길다고 할 수 있겠습니까? 
모두가 무상하고 허망할 뿐입니다.  말이나 소띠해에는 액이 모여들고 곡성이 비칠 수 있으니 특히 남쪽  방위에 함부로 출입하지 말아야 합니다.

일생을 통하여 비위가 한습하고 간이 경색될까  두려운 명이며 만일 이간은 병을 얻었을 때에는 동쪽이나 남족으로 찾아가 물은 즉 반드시 신의를 만나 도움을 받게 될 것입니다.
","life_05_011",660
"12. 공귀
당신에게 하늘이 내려준 수명은 70세가 지나서 다가오는 해의 머리글자가 무나 기가 되는 해로써 그해에 몸에 병이 침노하매 사방 천지에 용한 의원의 처방을 받은 들 정성은 간곳없고 모든 것이 허망하게 됩니다. 
 
토끼나 말디해의 봄 여름에 혼백이 홀연히 구천을 날라서 천상에  있는 염라대왕을 만날 것인즉 머리맡에 앉아서 곡성을 내는 자식은 분명 두 자식이 될 것입니다.
","life_05_012",661
"여섯마리의 용을 타고 하늘에 오르는 괘상으로서  만족할 만큼 매우 좋은 운세이므로 망설이지 말고 지금하고 있는 일을  그대로 밀고 나가는 것이 바람직합니다.  
특히 직장에서는 시험이라든가 승진 등에 힘쓰면  뜻을 이룰 수가 있겠습니다.

아주 건강한 괘상으로서 조금도 굽힐 줄  모르는 힘을 가지고 있으므로 사업을 하는 사람에게는 더욱 길하고 좋은 운세이지만 분수 밖의 것을 탐하게 되면 운이 하강하게 되므로 겸손과 근면이 요구됩니다.  
용이 하늘로 치솟는 상이므로 건강도 좋고 가정 생활도 무난하겠지만  대인관계에 있어서 오만불손한 태도나 언어는 특히 금물임을 명심하십시요.
","today_01_011",662
"하늘과 태양이 서로 협조하는 괘상으로써 친구, 혹은 윗사람의 도움을 받게 될 좋은 운세이므로 희망에 찬 전진을 계속하게 될 것입니다.
쉽게 찾아오지 않는 이 기회를 놓치지 마시기 바랍니다.
한편 동지 또는 동료간에 경쟁이 심하여 조직 내부에서는 세력다툼도 있겠으나 서로 마음문을 열어놓고 협력해나간다면 크게 성공할  수 있습니다.  
이끌어주는 윗사람도 있고 좋은 부하도 얻을 수 있습니다.

문제는 상호간의 마음속에 있는 비밀을 묻어두지만 말고 진심으로 협조하는 마음가짐이 있어야겠는데 그것이 좀처럼 안됩니다.  
혼자  하는 일보다 공동으로 하는 일이 더욱 성공할 수 있는 확률이 높으니  동지의 협력을 얻어서 크게 성공할 수 있는 발판을 마련하게 되기 바랍니다.  
마치 어두운 밤길을 걷다가 한줄기 불빛을 발견하고 용기백배해서 전진하는 모습입니다.

그러나 잡은 행운을 놓칠세라 걱정하고 근심하는  면도없지 않습니다.  
어쨌든 끗끗하게 밀고 나가십시요.  
그러면 만사가 잘 피어나갈 것입니다.  
관직에 있는 사람은 승진운이 따르고 사업을 경영하는 사람은 매사가 트일 것입니다.","today_01_013",664
"천둥 소리만 요란할뿐 기다리는 비는 오지  않는 괘상으로써 매우 불안한 상태에 있지만 그것은  결코 운수가  나빠서가 아니라 앞으로  좋아질 징조입니다.   
날로 발전해 나갈 것이니 열심히 일하십시요.  
그러나 부당한 방법은 금물입니다.  
오직 정당한 방법으로 일해나가는 것이 최선임을 명심해야 합니다.
자신을 과신하지 말고 진실되게 세상 모든  일에 순응하며 살아간다면 매우 길한 운세입니다.   

재물보다는 명예쪽이  오히려 길하니 여건을 바로  파악하고 착실하게 생활하십시요.  
모든 일이 형통하고 발전하겠으나 한편으로는 불안한 감도 없지 않습니다.  
뜻밖에 귀인을 만나서 성공할  수도 있지만 뜻하지 않았던 일로 고민하기도  하겠습니다.  
해서는 안될  일에 손을 대서는  안됩니다.  
자칫 실수하면 불행을 자초하기 때문입니다.
어쨌든, 이 운에는 귀인을 만나게 될 좋은 운수와 재난을 당하게 될 나뿐 운수가 겹쳐있으므로 늘 하늘을 받드는 마음가짐으로 자중할 필요가 있습니다.

형상은 마치 메마른 나무가 단비를 기다리고  있는데 우뢰소리만 요란할 뿐 좀처럼 비는 내리지 않는  형상입니다.  
그러므로 갈구하는  마음 간절하겠지만, 너무 서두르는 것은 금물입니다.  
묵묵히 기다리며  열심히 살아가다보면 반드시 갈구하는 바가 이루어질 것입니다.","today_01_014",665
"하늘이 바람으로 인하여 구름에 가리는 괘상으로써 운세가 쇠퇴해가고 있는 중입니다.  
사업하는 사람은 그 규모를 절대로 늘이지 말고 시일이 경과된 후 기회를 보아서 확장해나가는 것이 좋습니다.  
또 혼사나  계약 따위도 일단 보류시키는 편이 좋습니다.  
그리고  뜻밖의 재난 특히 교통사고에  주의하는 것이 좋습니다.  

믿을 만한 사람과 모든 일을 의논하고  자신의 고집은 버리도록 하십시요.  
하는 일마다 장해가 따르겠지만 꾸준히  노력하면 이루어집니다.  
모든 일에 항상 자신의 분수와 위치를  고려해서 지나치게 행동하는 일이 없도록 하면 반드시 행운이 따르겠습니다.  

이 운은 비천한  사람이 귀인을 만나는 운입니다.  
단, 감언이설로 꾀는 사람이 있을 것같으니, 그런 인물은 조심하십시요.  
뜻하는 바가 많아서 갈피를 잡지 못하고 있을  때는 더욱 그런 사람을 경계해야 합니다.","today_01_015",666
"하늘의 기운과 물줄기가  서로 다투는 괘상으로써  쇠운에 접어들고 있습니다.
그리고 누구와 내적으로 의견충돌을 일으킬 수 있으니 이 점도 조심하십시요.

보편적으로 볼 때 쇠운이 들면 만사가 뜻대로 되지 않는 법입니다.  
이럴 때는 사소한 일이라 할지라도  윗사람 또는  친구와 상의해서 하는  것이 좋습니다.   
일방적으로 자기 고집만 앞세우는  것은 금물입니다.  

또 뜻대로  안된다 해서 신경질을 부리면 점점 고립될 것이니 주의하십시요.   
설령 정당하다고 하지만 소송을 제기하면 확실한 증거를 제시할 수가 없어서 아주 불리해집니다.  

요는 때를 기다리는 것이 최선책이라 할 수 있겠습니다.   
그러면서 남의 협력을 구하여 장래의 일을 심사숙고함이 좋습니다.  
그러면 자연히 이쪽의 뜻을 알아주게 될 때가  올 것입니다.  금전문제로는  시비가 일어날 가능성이  있습니다.
이 운에 해당될 때는 만사에 조심하여  유순한 태도로 행동하는 것이 무엇보다 중요하다고 하겠습니다.","today_01_016",667
"하늘이 산에 가려서 잘 보이지 않는 괘상으로써 대체로 좋지 않습니다.  
이 운에 해당하는 사람은 사업의 확장이나 금전의  투자를 하지 않는 것이 좋겠습니다. 
가급적이면 사업 규모라든가  기타 다른 규모를 줄이는  편이 바람직합니다.
둔찬이란 말이 있는데 이 말은 피하여  숨는다는 뜻이 있으며 총퇴각한다는 의미도 있으므로 일단 후퇴해서 시기를 기다려야 합니다.  
마음이 안정되지 못하고 사소한 일에도 흔들릴 수 있으니  마음자세를 바로잡고 매사 수습책을 강구할 때입니다.
애써 우물을 파지만 물이 나오지 않습니다.  믿을 만한 사람에게 모든 것을 맡기고 뒤에서 조용히 지켜보는 것도 한 방편입니다.   
그렇지 못하면 사업의 규모를 축소하고 신중히 대처해야지  방심하게 되면 뜻밖의  재난을 당하게 됩니다.  

그러나 당분간만 그럴 뿐 차츰 형통하는  괘이기도 하니 낙심은 금물입니다.  
말하자면 역경에 슬기롭게 대처하여 이 역경만  넘어서면 다시 발복할 수 있겠습니다.  
몸은 피해  있다손 치더라도 항상  정세 파악을 잘해야  합니다.
그래서 그 정세에 따라 임기응변으로 대처하는 것만이 역경에서 벗어나는 비결입니다.","today_01_017",668
"하늘과 땅이 서로 가로 막혀 있는  괘상으로서 아무것도 이루어지지 않습니다.
모든 일을 뒤로 미루는 것이 현명한 방법입니다.  
또한 살아나가는 데 별 흥미를 느끼지 못하겠습니다.  

정당한 의견이 받아 들여지지  않고 애써 노력한 일도 알아주는 이가 없기 때문입니다.  
그렇다고  단념은 금물입니다.  
은인자중하면서 꾸준히 노력하면 반드시 인정을 받게 될 것입니다.

가정에서도 불화가 있겠고 사업도 쇠운입니다.  
슬기롭게  대처해서 역경을 이겨나가는 것이 상책입니다.  
직장에서 생긴 문제를  가정에까지 가지고 들어오지 마십시요.  
또 직장에서는 자포자기하는 수도 있겠지만 이런 때일수록 지구력을 가지고 버텨야 합니다.  

이런 모든 일은 이쪽의 운기가 쇠해 있기 때문인데 어느 때는 자신이 이기고 있는 것으로 착각할  때도 있으나 아직은 그런 때가 아님을 명심해야겠습니다.  
협력해 줄 것으로 믿는 사람에게서 배신을 당할 수도 있습니다.  
사람을 너무 믿지 않는 것이 좋겠습니다.","today_01_018",669
"윗자리를 밀어내고 그 자리에 올라서는 괘상으로써 비교적 좋은 운수이지만 오래 계속되기는 어렵겠습니다.
웃사람을 밀어낼 정도의 강한 운세입니다.  
그럴수록 자기 고집을 내세우지 말고 순리대로 행동하는 것이  좋습니다.  
자칫하면 하극상을 일으킬  수도 있으니, 항상 온화한 마음가짐을 갖도록 노력함이 좋습니다.  
순탄할 때 뜻밖의 재난이 일어날 수도 있습니다.  

작은 일로 다투고 또 주거문제로 다투는 일도 일어날 수 있겠으니 조심하십시요.  
자기 분수에 맞지 않는 사업확장이나 직장에서의 경거망동도 금물입니다.  
사람이란  지위가 높아지면 오만하게 되는 법이니 승진을 하더라도 겸손을 잃지 말아야겠습니다.  
사업이 좀 여유있게 경영된다고 해서, 이것저것 확장할 생각은 하지 말아야  합니다.  

하찮은 일, 보잘것 없는 일에서 논쟁이 생기고 그것이 화근이 되어서, 지금까지 애써 쌓아올린 공든 탑이 무너질 수도 있겠기 때문입니다.
가정에서도 불화가 있겠지만 우선 자기 반성을 먼저 해야합니다.  
문제의 발단은 이쪽에서 일으켰을 가능성이 높으니까요.","today_01_021",670
"서로 화합하여 번영 발전하고 즐거워하는 괘상으로써 모든 면에서 미흡한 점도 있겠지만 곧 좋아집니다.  
점차 순조롭게 풀려나갈  운수이니 조급하게 생각지 마십시요.
태는 기쁨을 의미합니다.  

그러나 곧 꺽인다는 뜻도 있습니다.  
그러므로 작은 일은 뜻대로 이루어지지만 큰 일은 중도에서 잘 안되는 경우도 있을 것입니다.
조직내에서 생기는 파벌이나 언쟁 따위에 가담하지  마십시요.  
그러면 엉뚱한 불똥이 자신에게 튈 수도 있겠습니다.  

일을 할 때는 분명한 태도로 끝을 맺고 매듭을 짓도록 해야 합니다.  
뜨뜻미지근하게 처리했다가는  화를 자초할 수도 있기 때문입니다.  
점점 시일이 흐를수록 호전되어갈  운세이니 조급하게 구는 것은 금물입니다.  

또한 이성문제에  너무 집착하다가 다른 일을  그르칠 수도 있으니 주의하시기 바랍니다.  
겸손하고 성실하게 살아간다면  남의 공감도 얻게 되어 나날이 즐거운 생활이 계속될 것이니 이 점을 명심하십시요.","today_01_022",671
